App Name,Creator,Genre,Rate,Number of Reviews,Price,Additional Info,Spider Depth Level
Spectre Mind: The Rings,Spectre Team,Puzzle,4.6,5,Install,"February 19, 2021,Varies with device,10,000+,1.8.1,4.4 and up,Google Commerce Ltd",5
Karate Fighting Games: Kung Fu King Final Fight,Fighting Arena,Adventure,4.2,993,Install,"April 19, 2021,Varies with device,10,000,000+,2.5.7,4.4 and up,Google Commerce Ltd",5
Fantasy Garden,Enixan,Simulation,4.1,243,Install,"September 18, 2018,76M,10,000+,0.0.0.12,4.2 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Find The Differences - Online,Fastone Games HK,Puzzle,3.9,8,Install,"February 22, 2019,90M,100,000+,1.0.5,4.1 and up,€1.09 - €20.99 per item,Google Commerce Ltd",4
GYM Fighting Games: Bodybuilder Trainer Fight PRO,Fighting Arena,Adventure,4.1,547,Install,"April 2, 2021,Varies with device,50,000,000+,1.5.3,4.4 and up,In-Game Purchases,€0.99 - €5.99 per item,Google Commerce Ltd",5
Kung Fu Animal Fighting Games: Wild Karate Fighter,Fighting Sports,Adventure,4.9,14,Install,"April 15, 2021,Varies with device,1,000,000+,1.1.6,4.4 and up,€0.99 - €3.89 per item,Google Commerce Ltd",5
Shadow of Death 2: Shadow Fighting Game,Bravestars Games,Action,,,Install,"April 8, 2021,Varies with device,1,000,000+,Varies with device,Varies with device,In-Game Purchases,€0.86 - €85.50 per item,Google Commerce Ltd",5
Baseball Vs Zombies Returns,AppOn Fungames,Strategy,4.1,118,Install,"February 28, 2020,14M,100,000+,1.9,4.0 and up,€0.84 - €5.06 per item,Google Commerce Ltd",5
Kung fu fight karate offline games: Fighting games,Frolics Free Games,Action,3.9,249,Install,"April 21, 2021,55M,10,000,000+,3.46,4.4 and up,In-Game Purchases,€0.99 - €14.99 per item,Google Commerce Ltd",5
Hidden Differences - Search & Find 5,CASUAL AZUR GAMES,Casual,4.4,5,Install,"March 19, 2021,180M,10,000+,1.0.8,5.0 and up,In-Game Purchases,€0.89 - €46.99 per item,Google Commerce Ltd",4
Mahjong City Tours: Free Mahjong Classic Game,"Jam City, Inc.",Board,4.6,"25,757",Install,"April 8, 2021,72M,5,000,000+,47.0.3,4.4 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Shoot The Zombirds,Infinite Dreams,Arcade,4.2,"2,066",Install,"July 17, 2015,35M,1,000,000+,1.14,2.3 and up,Digital Purchases,€1.09 - €21.99 per item,Google Commerce Ltd",5
Stickman Revenge — Supreme Ninja Roguelike Game,Bravestars Games,Action,4.4,5,Install,"April 9, 2021,151M,500,000+,0.8.2,6.0 and up,In-Game Purchases,€0.99 - €54.99 per item,Google Commerce Ltd",5
Love Live! School idol festival- Music Rhythm Game,KLab,Music,4.1,"3,030",Install,"October 13, 2020,116M,5,000,000+,7.1.0,4.0 and up,Users Interact, Digital Purchases,€0.50 - €89.99 per item,Google Commerce Ltd",5
Zombie Harvest,Creative Mobile Publishing,Action,4.1,"1,066",Install,"March 8, 2019,41M,10,000,000+,1.1.10,2.3 and up,Digital Purchases,€0.89 - €17.99 per item,Google Commerce Ltd",5
Love Live! All Stars,KLab,Adventure,4.6,425,Install,"April 19, 2021,152M,500,000+,2.2.1,5.0 and up,In-Game Purchases,€0.50 - €94.99 per item,Google Commerce Ltd",5
Kritika: The White Knights,GAMEVIL,Role Playing,4.2,"19,592",Install,"March 29, 2021,95M,10,000,000+,4.7.3,5.0 and up,Users Interact, Digital Purchases,€0.50 - €109.99 per item,Google Commerce Ltd",5
Legion Clash: World Conquest,CASUAL AZUR GAMES,Strategy,3.9,8,Install,"February 25, 2021,91M,10,000+,0.6.2,5.0 and up,In-Game Purchases,€0.89 - €94.99 per item,Google Commerce Ltd",5
Shoot n Loot – Action RPG Battle,ChimpWorks,Action,4.1,52,Install,"July 2, 2020,Varies with device,100,000+,1.19.2,5.0 and up,In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",4
Harry Potter: Hogwarts Mystery,"Jam City, Inc.",Adventure,4.4,"129,852",Install,"April 15, 2021,153M,50,000,000+,3.4.0,5.0 and up,Digital Purchases,€0.99 - €72.99 per item,Google Commerce Ltd",5
ARKNET: Singularity – Stealth Action Adventure,Reija GmbH,Action,4.4,13,Install,"April 14, 2021,86M,10,000+,2.3.1,5.1 and up,In-Game Purchases,€0.59 - €2.99 per item,Google Commerce Ltd",4
Find The Differences : Psychic Detective,GAMEFOX,Puzzle,3.4,10,Install,"September 9, 2019,90M,10,000+,3.0,4.3 and up,In-Game Purchases,€1.09 - €4.99 per item,Google Commerce Ltd",5
Random Busters,111%,Strategy,2.8,13,Install,"April 21, 2021,113M,10,000+,1.0.16,5.0 and up,In-Game Purchases,€1.79 - €84.99 per item,Google Commerce Ltd",5
Diff Master,WhaleApp LTD,Casual,,,Install,"April 15, 2021,Varies with device,10,000+,Varies with device,Varies with device,In-Game Purchases,€1.09 - €74.99 per item,Google Commerce Ltd",5
"Monster Killer Pro - Assassin, Archer Hero Shooter",Pride Games,Action,3.9,50,€1.19 Buy,"Eligible if bought after 7/2/2016.
,April 20, 2021,147M,100,000+,0.27,5.0 and up,In-Game Purchases,€0.69 - €114.99 per item,Google Commerce Ltd",4
Captain Tsubasa (Flash Kicker): Dream Team,KLab,Sports,4.1,"4,985",Install,"April 5, 2021,92M,5,000,000+,5.0.0,4.4 and up,Users Interact, Digital Purchases,€0.50 - €89.99 per item,Google Commerce Ltd",5
Snail Ride,Bloop Games,Arcade,4.4,842,Install,"March 25, 2019,31M,500,000+,1.2,5.0 and up,Digital Purchases,€0.99 - €2.99 per item,Google Commerce Ltd",4
Combat of Hero,Ohayoo,Action,3.4,56,Install,"October 29, 2020,168M,500,000+,0.3.5,5.0 and up,€0.99 - €104.99 per item,Google Commerce Ltd",4
Sonic Forces – Multiplayer Racing & Battle Game,SEGA,Adventure,4.3,"11,184",Install,"April 20, 2021,42M,50,000,000+,3.6.0,4.4 and up,Users Interact, Digital Purchases,€1.09 - €169.99 per item,Google Commerce Ltd",4
Fish & Trip,Bloop Games,Arcade,4.5,"2,288",Install,"March 11, 2019,32M,500,000+,1.7.7,4.2 and up,Digital Purchases,€0.99 - €19.99 per item,Google Commerce Ltd",4
Jetpack Joyride,Halfbrick Studios,Arcade,4.4,"145,244",Install,"April 14, 2021,152M,100,000,000+,1.43.1,4.4 and up,Digital Purchases,€0.79 - €99.99 per item,Google Commerce Ltd",4
Spot the Difference - Find Them All,CASUAL AZUR GAMES,Casual,4.0,87,Install,"January 25, 2021,119M,1,000,000+,1.8.9,5.0 and up,In-Game Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
Car Merger,ChimpWorks,Simulation,3.7,"3,173",Install,"October 30, 2020,46M,5,000,000+,1.8.8,4.4 and up,Digital Purchases,€2.99 per item,Google Commerce Ltd",5
Catch Zombies Alive,Bibiboom,Casual,,,Install,"April 19, 2021,Varies with device,10,000+,Varies with device,Varies with device,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Death Worm™ Free,PlayCreek LLC,Arcade,4.3,"2,988",Install,"April 1, 2021,29M,10,000,000+,2.0.033,4.4 and up,€0.89 - €94.99 per item,Google Commerce Ltd",4
Hybrid Warrior : Dungeon of the Overlord,Cat Lab,Role Playing,4.1,"1,957",Install,"March 11, 2021,46M,1,000,000+,1.0.10,4.1 and up,In-Game Purchases,€0.99 - €84.99 per item,Google Commerce Ltd",4
Soul Knight,ChillyRoom,Action,4.5,"11,438",Install,"April 22, 2021,125M,50,000,000+,3.1.1,4.1 and up,In-Game Purchases,€0.99 - €4.79 per item,Google Commerce Ltd",4
Cyber Ninja - Stealth Rush Warrior,Reija GmbH,Action,,,Install,"April 16, 2021,Varies with device,1,000+,Varies with device,Varies with device,Google Commerce Ltd",5
Fruit Ninja®,Halfbrick Studios,Arcade,4.2,"128,276",Install,"March 31, 2021,121M,100,000,000+,3.1.2,4.4 and up,Digital Purchases,€1.09 - €174.99 per item,Google Commerce Ltd",4
Zombero: Archero Hero Shooter,Alda Games,Action,4.4,"1,849",Install,"April 19, 2021,106M,1,000,000+,1.11.0,4.4 and up,In-Game Purchases,€0.89 - €129.99 per item,Google Commerce Ltd",5
Endurance: infection in space (Premium),Ivan Panasenko,Action,4.9,17,€4.19 Buy,"Eligible if bought after 7/2/2016.
,April 19, 2021,84M,1,000+,2.0.9,6.0 and up,Google Commerce Ltd",5
Super Mario Run,"Nintendo Co., Ltd.",Action,3.5,"55,771",Install,"March 17, 2021,Varies with device,100,000,000+,3.0.22,4.4 and up,Digital Purchases,€10.99 per item,Google Commerce Ltd",5
Gravity Brawl,Yellow Tie Games,Action,,,Install,"March 21, 2021,89M,10,000+,1.1.0,5.0 and up,In-Game Purchases,€0.99 - €10.99 per item,Google Commerce Ltd",5
Snail Bob 3,Hunter Hamster Studio,Casual,4.3,222,Install,"March 26, 2021,82M,1,000,000+,1.0.13,4.4 and up,In-Game Purchases,€2.09 - €54.99 per item,Google Commerce Ltd",5
Sonic The Hedgehog 2 Classic,SEGA,Arcade,4.0,"1,176",Install,"March 30, 2021,73M,10,000,000+,1.4.8,4.4 and up,Users Interact, In-Game Purchases,€2.29 per item,Google Commerce Ltd",5
Diableros: Zombie RPG Shooter,Advenworks,Action,4.6,581,Install,"April 20, 2021,104M,500,000+,0.8.83,5.0 and up,In-Game Purchases,€0.59 - €99.99 per item,Google Commerce Ltd",5
Icebreakers - idle clicker game about ships,Ohayoo,Simulation,4.0,7,Install,"April 21, 2021,67M,100,000+,1.85,5.0 and up,In-Game Purchases,€0.59 - €27.99 per item,Google Commerce Ltd",5
Banana Kong,FDG Entertainment GmbH & Co.KG,Action,4.4,"85,258",Install,"March 26, 2021,74M,100,000,000+,1.9.7.3,4.1 and up,Digital Purchases,€0.79 - €26.99 per item,Google Commerce Ltd",5
Blackmoor 2: Fantasy Action Platformer,Four Fats Limited,Action,4.2,281,Install,"April 15, 2021,173M,1,000,000+,9.3,5.0 and up,In-Game Purchases,€0.89 - €4.49 per item,Google Commerce Ltd",5
Crossy Road,HIPSTER WHALE,Action,4.5,"210,313",Install,"March 28, 2021,72M,100,000,000+,4.6.0,5.0 and up,Digital Purchases,€0.69 - €30.99 per item,Google Commerce Ltd",5
Sonic CD Classic,SEGA,Action,4.1,606,Install,"January 21, 2021,25M,10,000,000+,2.0.1,4.4 and up,Digital Purchases,€2.29 per item,Google Commerce Ltd",5
Cut the Rope FULL FREE,ZeptoLab,Puzzle,4.3,"55,558",Install,"February 20, 2021,50M,100,000,000+,3.27.1,4.4 and up,Digital Purchases,€0.50 - €128.66 per item,Google Commerce Ltd",5
Doodle Jump,Lima Sky LLC,Arcade,4.3,"97,082",Install,"March 4, 2021,Varies with device,50,000,000+,3.11.12,4.4 and up,Digital Purchases,€0.99 - €9.99 per item,Google Commerce Ltd",5
Temple Run 2,Imangi Studios,Action,4.3,"164,325",Install,"April 12, 2021,116M,500,000,000+,1.76.0,4.4 and up,In-Game Purchases,€1.09 - €54.99 per item,Google Commerce Ltd",5
Smash Hit,Mediocre,Arcade,4.4,"119,448",Install,"October 31, 2019,77M,100,000,000+,1.4.3,2.3 and up,Digital Purchases,€2.20 - €2.25 per item,Google Commerce Ltd",5
Super Sticky Bros,ChillyRoom,Arcade,3.5,26,Install,"January 28, 2021,45M,100,000+,2.2.5,5.0 and up,Digital Purchases,€1.09 - €4.59 per item,Google Commerce Ltd",5
IdleOn! - Idle Game MMO,LavaFlame2,Simulation,4.5,"3,355",Install,"April 8, 2021,75M,500,000+,1.14.0,5.0 and up,Users Interact, In-Game Purchases,€1.99 - €19.99 per item,Google Commerce Ltd",5
Dungeon of Weirdos,ChillyRoom,Casual,3.9,35,Install,"September 2, 2020,70M,100,000+,1.0.5,4.1 and up,Digital Purchases,€1.09 - €5.49 per item,Google Commerce Ltd",5
Otherworld Legends,ChillyRoom,Action,4.1,597,Install,"April 22, 2021,154M,1,000,000+,1.6.1,5.0 and up,In-Game Purchases,€1.09 - €4.39 per item,Google Commerce Ltd",5
We Happy Restaurant,ChillyRoom,Simulation,4.2,364,Install,"September 1, 2020,48M,1,000,000+,2.8.7,4.1 and up,Digital Purchases,€0.99 - €64.99 per item,Google Commerce Ltd",5
Fruit Ninja 2 - Fun Action Games,Halfbrick Studios,Action,3.9,722,Install,"April 19, 2021,Varies with device,5,000,000+,2.4.0,5.0 and up,Digital Purchases,€0.99 - €114.99 per item,Google Commerce Ltd",5
Temple Run,Imangi Studios,Arcade,4.2,"104,285",Install,"February 19, 2021,46M,500,000,000+,1.17.0,4.4 and up,Digital Purchases,€1.09 - €20.99 per item,Google Commerce Ltd",5
Warriors' Market Mayhem : Offline Retro RPG,Cat Lab,Role Playing,4.3,388,Install,"December 9, 2020,31M,100,000+,1.5.21,4.1 and up,Digital Purchases,€0.89 - €44.99 per item,Google Commerce Ltd",5
Crush Them All,Godzilab Inc,Role Playing,4.4,"5,883",Install,"March 27, 2021,122M,5,000,000+,1.6.612,5.0 and up,Users Interact, Digital Purchases,€2.09 - €104.99 per item,Google Commerce Ltd",5
Mini Dash,PlayCreek LLC,Arcade,4.5,84,€3.19 Buy,"September 24, 2013,28M,10,000+,1.05,2.2 and up,€0.72 - €7.29 per item,Google Commerce Ltd",5
Magic Survival,LEME,Casual,4.5,507,Install,"February 13, 2021,62M,1,000,000+,0.788,4.4 and up,In-Game Purchases,€1.99 - €7.99 per item,Google Commerce Ltd",5
Death Worm™,PlayCreek LLC,Arcade,3.8,673,€4.69 Buy,"April 1, 2021,29M,100,000+,2.0.033,4.4 and up,Digital Purchases,€0.72 - €94.99 per item,Google Commerce Ltd",5
Archero,Habby,Action,4.2,"49,337",Install,"April 20, 2021,79M,50,000,000+,2.9.2,5.0 and up,In-Game Purchases,€0.59 - €89.99 per item,Google Commerce Ltd",5
Monster Legends: Breed & Merge Heroes Battle Arena,Socialpoint,Strategy,4.4,"118,687",Install,"April 21, 2021,109M,50,000,000+,11.1.4,4.4 and up,Digital Purchases,€0.39 - €109.99 per item,Google Commerce Ltd",5
Super Mega Dash,PlayCreek LLC,Arcade,4.2,289,Install,"July 14, 2014,29M,1,000,000+,1.21,2.3 and up,€0.72 - €43.79 per item,Google Commerce Ltd",5
Magic Rampage,Asantee,Role Playing,4.5,"4,948",Install,"April 17, 2021,113M,10,000,000+,5.3.5,4.1 and up,In-Game Purchases,€1.90 - €21.90 per item,Google Commerce Ltd",5
Cooking Quest : Food Wagon Adventure,Cat Lab,Casual,4.0,363,Install,"February 11, 2020,41M,100,000+,1.0.29,4.1 and up,In-Game Purchases,€0.99 - €89.99 per item,Google Commerce Ltd",5
Hungry Shark Evolution - Offline survival game,Ubisoft Entertainment,Arcade,4.4,"148,449",Install,"April 21, 2021,Varies with device,100,000,000+,Varies with device,4.1 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Fish Royale,Appox Games,Action,4.7,12,Install,"April 18, 2021,85M,100,000+,2.7.2,5.0 and up,In-Game Purchases,€2.19 - €22.99 per item,Google Commerce Ltd",5
Cooking Voyage - Crazy Chef's Restaurant Dash Game,Ohayoo,Simulation,4.0,557,Install,"April 8, 2021,71M,1,000,000+,1.6.10+ccc267b,6.0 and up,In-Game Purchases,€0.99 - €114.99 per item,Google Commerce Ltd",5
insatiable io snakes,MagicLab,Action,4.0,"1,261",Install,"April 17, 2021,Varies with device,10,000,000+,3.0.4,5.0 and up,€0.69 - €17.99 per item,Google Commerce Ltd",5
Rooster Defense,Ohayoo,Casual,4.0,"2,290",Install,"April 2, 2021,43M,1,000,000+,2.16.2,4.4 and up,€1.09 - €199.99 per item,Google Commerce Ltd",5
Wobble Man,Ohayoo,Casual,4.0,"1,912",Install,"March 7, 2021,141M,10,000,000+,21.03.05,6.0 and up,€1.09 - €2.19 per item,Google Commerce Ltd",5
Fishing Break Online,Roofdog Games,Arcade,3.0,5,Install,"March 12, 2021,95M,100,000+,51.1.0,5.0 and up,In-Game Purchases,€2.19 - €54.99 per item,Google Commerce Ltd",5
Get Bigger! Mola,tinysaur,Arcade,4.0,144,Install,"March 11, 2021,140M,500,000+,1.15.285,4.4 and up,In-Game Purchases,€0.75 - €94.99 per item,Google Commerce Ltd",5
Stickman Master II: Dark Earldom,Loongcheer Game,Action,,,Install,"April 15, 2021,Varies with device,100,000+,Varies with device,Varies with device,In-Game Purchases,€0.99 - €94.99 per item,Google Commerce Ltd",5
Fishalot - free fishing game 🎣,Playfiber,Arcade,4.7,96,Install,"November 7, 2017,41M,100,000+,1.4.17,4.1 and up,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Bangbang Rabbit!,X-Land,Action,4.0,395,Install,"March 22, 2021,114M,1,000,000+,1.0.7,4.4 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Sonic Dash 2: Sonic Boom,SEGA,Arcade,4.1,"8,381",Install,"April 13, 2021,Varies with device,100,000,000+,2.5.0,4.4 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Agent Bone,Ohayoo,Casual,3.5,221,Install,"March 30, 2021,47M,1,000,000+,1.57.1532,4.4 and up,In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
Coco Crab,Bloop Games,Arcade,4.4,298,Install,"October 22, 2019,24M,100,000+,1.1.7,4.1 and up,Digital Purchases,€0.99 - €2.99 per item,Google Commerce Ltd",5
Sonic Dash - Endless Running & Racing Game,SEGA,Arcade,4.5,"112,034",Install,"April 12, 2021,103M,100,000,000+,4.19.1,4.4 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Fish Paradise - Ocean Friends,Orca Studios,Casual,4.4,333,Install,"February 22, 2021,9.4M,100,000+,Varies with device,4.1 and up,Users Interact, In-Game Purchases,€1.09 - €104.99 per item,Google Commerce Ltd",5
Combat Quest - Archer Action RPG,ChillGaming,Action,4.3,123,Install,"March 26, 2021,62M,100,000+,0.8.3,5.0 and up,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
Power Painter - Merge Tower Defense Game,ChimpWorks,Simulation,3.9,"3,552",Install,"January 26, 2021,58M,10,000,000+,1.16.6,5.0 and up,In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",5
LabBuster,LoadComplete,Action,4.2,56,Install,"January 28, 2021,79M,100,000+,1.1.5,5.0 and up,In-Game Purchases,€0.89 - €25.99 per item,Google Commerce Ltd",5
Birdy Trip,Bloop Games,Arcade,4.5,"1,138",Install,"October 28, 2019,24M,100,000+,1.1.8,4.1 and up,In-Game Purchases,€0.99 - €5.49 per item,Google Commerce Ltd",5
Heroes Battle: Auto-battler RPG,ChimpWorks,Casual,4.0,220,Install,"December 22, 2020,77M,100,000+,1.2.2,5.0 and up,€1.19 - €104.99 per item,Google Commerce Ltd",5
Pull Him Out,Lion Studios,Puzzle,2.8,"5,925",Install,"January 7, 2021,84M,50,000,000+,1.2.1,4.4 and up,€2.99 - €6.99 per item,Google Commerce Ltd",4
Genius Shooter: Monster Killer,武汉心驰神往科技有限公司,Casual,4.2,239,Install,"April 19, 2021,95M,100,000+,1.3.3,5.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",5
Farm Paradise - Fun farm trade game at lost island,foranj - farm day games & paradise township hotels,Casual,4.4,"5,774",Install,"March 30, 2021,Varies with device,10,000,000+,2.20,Varies with device,Digital Purchases,€0.99 - €111.82 per item,Google Commerce Ltd",4
Heroics: Epic Fantasy Legend of Archero Adventures,LETSTRYGAMES,Action,,,Install,"April 6, 2021,Varies with device,100,000+,Varies with device,Varies with device,€0.79 - €99.99 per item,Google Commerce Ltd",4
Homescapes,Playrix,Casual,4.3,"396,734",Install,"March 22, 2021,148M,100,000,000+,4.4.4,4.2 and up,Users Interact, In-Game Purchases,€0.59 - €109.99 per item,Google Commerce Ltd",4
Gardenscapes,Playrix,Casual,4.3,"519,312",Install,"April 12, 2021,140M,100,000,000+,5.2.0,4.2 and up,Digital Purchases,€0.59 - €109.99 per item,Google Commerce Ltd",4
CubeStrike,P.D. PLAYGENES INTERNATIONAL LIMITED,Action,,,Install,"October 2, 2020,37M,100,000+,1.2.122,4.1 and up,In-Game Purchases,€0.59 - €349.99 per item,Google Commerce Ltd",4
Frenzy Days Free: Time－Management & Farm games,HeroCraft Ltd.,Simulation,4.5,704,Install,"April 2, 2021,50M,1,000,000+,1.0.72,4.0.3 and up,In-Game Purchases,€0.50 - €84.99 per item,Google Commerce Ltd",4
Takashi Ninja Warrior - Shadow of Last Samurai,Horizon Games Ltd,Role Playing,4.1,109,Install,"April 12, 2021,113M,10,000,000+,2.3.6,4.4 and up,In-Game Purchases,€0.99 - €16.99 per item,Google Commerce Ltd",4
Ronin: The Last Samurai,Dreamotion Inc.,Action,4.2,"1,634",Install,"April 21, 2021,232M,1,000,000+,1.7.301.3325,5.0 and up,In-Game Purchases,€1.09 - €109.99 per item,Google Commerce Ltd",4
Fishdom,Playrix,Puzzle,4.4,"265,828",Install,"April 19, 2021,131M,100,000,000+,5.62.0,4.2 and up,Users Interact, Digital Purchases,€0.60 - €109.99 per item,Google Commerce Ltd",4
Stickman Battle Fight,ONEGAME GLOBAL,Casual,4.3,74,Install,"February 25, 2021,57M,1,000,000+,1.7,4.4 and up,In-Game Purchases,€1.09 - €99.99 per item,Google Commerce Ltd",4
Stickman Dragon Fight - Super Stick Warriors,Azura Global,Action,4.2,193,Install,"December 29, 2020,100M,5,000,000+,1.1.3,5.0 and up,€0.59 - €28.99 per item,Google Commerce Ltd",4
Farm Town: Happy village near small city and town,foranj - farm day games & paradise township hotels,Casual,4.4,"2,198",Install,"January 27, 2021,Varies with device,5,000,000+,3.45,Varies with device,Digital Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",4
North Dragon Island - build Vikings Farm,foranj - farm day games & paradise township hotels,Casual,4.4,210,Install,"April 9, 2021,Varies with device,500,000+,1.29,Varies with device,In-Game Purchases,€0.99 - €99.99 per item,Google Commerce Ltd",5
